,year,selling_price,km_driven,mileage,engine,max_power,seats
1681,2019,500000,11000,21.63,998,67.0,5
1682,2017,200000,140000,19.02,1198,67.05,7
1683,2012,252000,48000,20.92,998,67.1,5
1684,2012,280000,70000,22.9,1248,74.0,5
1685,2018,509999,70000,22.0,1197,81.8,5
1686,2016,1050000,58000,15.4,1997,120.0,7
1687,2010,200000,40000,17.3,1061,57.5,5
1688,2010,320000,40000,14.0,2498,112.0,7
1689,2013,520000,110000,12.05,2179,120.0,9
1690,2007,250000,80000,11.57,2179,138.1,7
1691,2017,725000,60000,24.3,1248,88.5,5
1692,2011,235000,100000,22.9,1248,74.0,5
1693,2012,350000,52000,19.3,1248,73.9,5
1694,2010,131000,80000,19.81,1086,68.05,5
1695,2016,450000,85000,25.8,1498,98.6,5
1696,2016,750000,83000,24.3,1248,88.5,5
1697,2009,125000,120000,18.9,1061,67.0,5
1698,2014,500000,100000,15.96,2523,62.1,7
1699,2012,380000,70000,22.9,1248,74.0,5
1700,2008,128000,19000,19.7,796,46.3,5
1701,2009,250000,68600,17.0,1497,118.0,5
1702,2012,560000,40000,16.8,1497,116.3,5
1703,2012,120000,160000,19.43284223558543,1435,88.10307019094766,5
1704,2016,400000,25000,23.1,998,67.04,5
1705,2012,200000,29500,20.92,998,67.1,5
1706,2016,300000,50000,22.74,796,47.3,5
1707,2016,315000,30000,25.17,799,53.3,5
1708,2012,220000,100000,22.74,796,47.3,5
1709,2011,130000,60000,14.49,1399,92.7,5
1710,2016,595000,60000,22.54,1396,88.73,5
1711,2017,680000,13500,17.0,1497,121.36,5
1712,2017,530000,30000,21.4,1197,83.1,5
1713,2017,610000,14000,19.1,1197,82.0,5
1714,2014,500000,90000,15.05,2179,147.9,7
1715,2018,500000,50000,24.7,1047,69.0,5
1716,2018,325000,10000,21.1,814,55.2,5
1717,2018,550000,10000,21.4,1197,83.1,5
1718,2018,720000,25000,20.73,1373,91.1,5
1719,2017,950000,20000,17.0,1591,121.3,5
1720,2013,350000,60000,22.9,1248,74.0,5
1721,2018,500000,40000,18.9,1197,81.86,5
1722,2012,380000,60000,19.3,1248,73.9,5
1723,2015,380000,50000,16.9,1197,82.0,5
1724,2017,295000,35000,24.7,796,47.3,5
1725,2016,640000,40000,28.09,1248,88.5,5
1726,2018,790000,60000,21.5,1497,108.5,5
1727,2015,625000,20000,17.01,1591,121.4,5
1728,2017,604000,30000,17.0,1497,121.36,5
1729,2019,950000,17000,20.0,1497,115.0,5
1730,2017,400000,50000,20.51,998,67.04,5
1731,2018,700000,42000,18.6,1368,98.63,5
1732,2011,700000,120000,12.8,2494,102.0,8
1733,2012,260000,110000,21.03,1461,65.0,5
1734,2012,200000,90000,23.57,1396,70.0,5
1735,2020,580000,70000,23.26,1197,88.5,5
1736,2011,330000,66000,20.5,1598,105.0,5
1737,2011,400000,70000,16.2,1493,110.0,5
1738,2018,1350000,5000,14.8,1591,121.3,5
1739,2014,250000,50000,21.03,1461,65.0,5
1740,2019,725000,25000,15.41,1598,103.2,5
1741,2013,300000,70000,23.4,1248,74.0,5
1742,2006,120000,40000,16.1,796,37.0,4
1743,2016,1175000,110000,16.0,2179,140.0,7
1744,2014,400000,45000,19.1,1405,70.0,5
1745,2005,140000,90000,16.1,1405,70.0,5
1746,2003,110000,83000,13.8,1299,70.0,5
1747,2011,550000,106000,16.96,1968,138.1,5
1748,2008,150000,60000,15.26,1150,74.9,5
1749,2017,265000,40000,16.8,796,34.2,8
1750,2011,300000,138000,17.0,1197,80.0,5
1751,2015,280000,80000,22.74,796,47.3,5
1752,2005,130000,50000,15.3,1341,83.0,5
1753,2015,350000,50000,18.2,1199,82.4,5
1754,2009,200000,120000,18.5,1197,85.8,5
1755,2018,550000,24400,22.0,1197,81.8,5
1756,2013,400000,60000,15.96,2523,62.1,7
1757,2010,170000,120000,18.5,1197,85.8,5
1758,2015,600000,60000,24.8,1396,88.7,5
1759,2011,130000,100000,19.7,796,46.3,5
1760,2007,120000,60000,19.43284223558543,1435,88.10307019094766,5
1761,2011,100000,120000,16.1,796,37.0,4
1762,2007,35000,10000,16.1,796,37.0,4
1763,2010,200000,120000,18.5,1197,80.0,5
1764,2009,270000,70000,19.43284223558543,1435,88.10307019094766,5
1765,2015,509999,90000,24.4,1120,71.01,5
1766,2014,409999,188000,19.01,1461,108.45,5
1767,2011,130000,67840,18.0,995,62.0,5
1768,2016,225000,35000,22.74,796,47.3,5
1769,2010,256999,150000,19.43284223558543,1435,88.10307019094766,5
1770,2017,775000,100000,24.3,1248,88.5,5
1771,2017,420000,30000,20.51,998,67.04,5
1772,2016,480000,70000,18.9,1197,82.0,5
1773,2003,200000,149032,19.43284223558543,1435,88.10307019094766,5
1774,2010,260000,380000,13.6,2523,63.0,7
1775,2011,210000,84050,19.43284223558543,1435,88.10307019094766,5
1776,2018,600000,15000,16.2,1199,74.0,5
1777,2010,130000,120000,19.7,796,35.0,8
1778,2007,195000,112880,25.2,1248,74.0,5
1779,2013,210000,135000,19.4,1405,70.0,5
1780,2006,130000,80000,18.9,998,67.1,5
1781,2012,141000,128000,18.6,1199,79.4,5
1782,2011,280000,120000,13.6,2523,63.0,7
1783,2010,350000,30000,12.6,1586,103.2,5
1784,2015,550000,41000,18.6,1197,81.83,5
1785,2006,120000,30000,19.7,796,46.3,5
1786,2015,320000,30000,23.95,998,67.05,5
1787,2010,300000,22000,15.0,1586,104.68,5
1788,2006,250000,70000,18.9,998,67.1,5
1789,2005,120000,100000,19.43284223558543,1435,88.10307019094766,5
1790,2005,151000,200000,10.5,2179,120.0,8
1791,2011,300000,120000,13.93,2179,138.03,7
1792,2019,577000,3000,20.89,1197,81.8,5
1793,2012,229999,50000,20.92,998,67.1,5
1794,2013,500000,50000,15.96,2523,62.1,7
1795,2019,840000,1500,18.2,1199,88.7,5
1796,2017,900000,74000,22.27,1498,108.6,5
1797,2017,650000,25000,18.7,1199,88.7,5
1798,2016,650000,61915,27.3,1498,98.6,5
1799,2016,550000,70000,20.14,1498,88.0,5
1800,2007,250000,150000,17.8,1248,75.0,5
1801,2013,350000,110000,17.21,1493,100.0,7
1802,2014,185000,90000,25.44,936,56.3,5
1803,2016,1000000,65000,12.99,2494,100.6,8
1804,2019,490000,10000,20.52,1197,81.8,5
1805,2009,150000,80000,20.36,1197,78.9,5
1806,2013,600000,184000,20.77,1248,88.76,7
1807,2013,270000,80000,32.52,998,58.33,5
1808,2005,60000,70000,17.3,993,60.0,5
1809,2008,150000,89000,15.6,1586,104.68,5
1810,2013,525000,69000,22.9,1248,74.0,5
1811,2012,83000,90000,25.0,1396,69.0,5
1812,2012,350000,35000,17.0,1197,80.0,5
1813,2011,300000,45000,17.0,1197,80.0,5
1814,2011,250000,30000,20.4,1248,91.2,5
1815,2018,700000,6200,19.34,1462,103.0,7
1816,2020,250000,120000,21.63,998,67.0,5
1817,2016,350000,70000,20.51,998,67.04,5
1818,1998,80000,70000,14.0,796,35.0,5
1819,2017,850000,110000,15.4,2523,75.0,7
1820,2004,70000,158000,19.43284223558543,1435,88.10307019094766,5
1821,2007,90000,93000,18.0,995,62.0,5
1822,2014,600000,110000,13.58,2499,72.4,10
1823,2007,135000,57000,19.7,796,46.3,5
1824,2005,150000,120000,13.2,1495,94.0,5
1825,2012,246000,35000,23.03,1396,69.0,5
1826,2009,240000,120000,17.5,1298,85.8,5
1827,2011,215000,70000,23.03,1396,69.0,5
1828,2013,310000,100000,25.8,1498,98.6,5
1829,2008,220000,35000,20.36,1197,78.9,5
1830,2008,195000,90000,17.8,1248,75.0,5
1831,2015,650000,50000,17.19,1197,81.86,5
1832,2011,350000,98000,18.5,1197,80.0,5
1833,2013,360000,30000,18.5,1197,82.85,5
1834,2013,550000,50000,16.3,1797,147.5,5
1835,2016,490000,26000,18.9,1197,82.0,5
1836,2011,195000,46000,19.7,796,46.3,5
1837,2019,459999,10000,23.84,1199,84.0,5
1838,2015,275000,16700,22.74,796,47.3,5
1839,2018,680000,70000,28.4,1248,74.02,5
1840,2015,600000,7967,20.85,1197,83.14,5
1841,2018,720000,20000,22.0,1197,81.8,5
1842,2011,295000,50000,19.43284223558543,1435,88.10307019094766,5
1843,2016,356000,9656,25.17,799,53.3,5
1844,2011,225000,50000,19.81,1086,68.05,5
1845,2019,725000,17000,24.4,1498,98.63,5
1846,2015,300000,10000,25.17,799,53.3,5
1847,2013,400000,43000,18.5,1197,82.85,5
1848,2013,550000,50000,23.5,1396,88.7,5
1849,2006,120000,90000,18.9,998,67.0,5
1850,2012,409999,100000,14.0,2498,112.0,8
1851,2010,110000,80000,0.0,1086,62.1,5
1852,2012,450000,120000,15.96,2523,62.1,7
1853,2019,610000,5000,21.21,1197,81.8,5
1854,2016,515000,68609,22.7,1498,89.84,5
1855,2018,925000,33360,22.77,1498,98.59,5
1856,2019,860000,14317,14.23,1498,104.55,5
1857,2012,225000,87237,20.0,1399,68.05,5
1858,2017,500000,62960,25.83,1498,99.0,5
1859,2017,600000,26634,21.21,1197,81.8,5
1860,2012,265000,67998,18.9,998,67.1,5
1861,2018,650000,20706,23.8,1499,98.63,5
1862,2015,600000,67303,20.45,1461,83.8,5
1863,2013,340000,79139,18.5,1197,85.8,5
1864,2014,350000,84784,24.0,1120,70.0,5
1865,2012,265000,130376,23.2,1248,73.94,5
1866,2017,625000,72000,13.93,2179,138.03,7
1867,2008,245000,127000,16.8,1493,110.0,5
1868,2014,395000,120000,25.2,1248,74.0,5
1869,2010,190000,120000,19.43284223558543,1435,88.10307019094766,5
1870,2014,490000,100000,24.4,1120,71.0,5
1871,2012,450000,148000,19.43284223558543,1435,88.10307019094766,5
1872,2018,955000,40000,24.52,1248,88.5,7
1873,2013,525000,110000,23.4,1248,74.0,5
1874,2017,550000,30000,20.3,1199,84.0,5
1875,2014,200000,120000,19.1,1405,70.0,5
1876,2017,500000,15000,18.16,1196,86.8,5
1877,2016,825000,33500,23.65,1248,88.5,5
1878,2012,250000,70000,17.21,1493,100.0,7
1879,2015,600000,10000,18.16,1197,78.8,5
1880,2018,1325000,22053,16.36,2179,120.0,7
1881,2011,415000,78432,16.52,1991,123.7,5
1882,2011,825000,125000,14.66,2199,194.3,7
1883,2012,310000,50000,19.4,1198,86.8,5
1884,2017,390000,20000,23.84,1199,84.0,5
1885,2016,700000,30000,15.29,1591,121.3,5
1886,2013,1050000,7200,12.99,2494,100.6,8
1887,2014,200000,60000,21.1,814,55.2,5
1888,2013,245000,25000,18.2,1199,84.8,5
1889,2005,50000,90000,15.4,1590,94.0,5
1890,2012,700000,50000,12.12,2231,184.0,7
1891,2019,660000,35000,22.95,1248,74.0,5
1892,2015,630000,117500,17.4,1497,117.3,5
1893,2012,950000,78500,15.1,2179,140.0,7
1894,2018,740000,8000,18.6,1197,81.83,5
1895,2017,570000,25000,18.12,1196,86.8,5
1896,2012,450000,60000,22.32,1582,126.32,5
1897,2019,390000,10000,22.5,999,67.0,5
1898,2009,180000,70000,14.2,1597,92.0,5
1899,2006,270000,70000,17.7,1497,78.0,5
1900,1997,60000,25000,16.1,796,37.0,4
1901,2006,170000,90000,13.9,1599,103.2,5
1902,2015,978999,90000,19.67,1582,126.2,5
1903,2018,490000,25000,23.84,1199,84.0,5
1904,2012,280000,60000,23.5,1498,88.7,5
1905,2008,45000,70000,18.0,995,62.0,5
1906,2016,640000,80000,24.52,1248,88.5,7
1907,2015,650000,110000,15.4,2523,75.0,9
1908,2013,500000,115717,12.05,2179,120.0,9
1909,2008,90000,110000,17.7,1399,68.0,5
1910,2014,480000,70000,15.05,2179,147.9,7
1911,2019,630000,4000,21.21,1197,81.8,5
1912,2011,250000,50000,20.36,1197,78.9,5
1913,2016,330000,70000,18.9,1197,82.0,5
1914,2009,180000,70000,20.36,1197,78.9,5
1915,2016,550000,55000,26.59,1248,74.0,5
1916,2020,950000,5000,17.0,1198,108.5,5
1917,2013,430000,100000,15.96,2523,62.1,7
1918,2005,90000,82000,19.43284223558543,1435,88.10307019094766,5
1919,2009,150000,60000,18.9,1061,67.0,5
1920,2019,1250000,100000,14.1,2179,153.86,7
1921,2015,600000,90000,20.77,1248,88.76,7
1922,2010,65000,26432,25.4,624,37.48,4
1923,2016,220000,46702,16.8,796,34.2,8
1924,2016,220000,46706,16.8,796,34.2,8
1925,2006,110000,53523,16.84,1193,64.4,5
1926,2012,175000,56365,25.44,936,56.3,5
1927,2011,160000,49563,16.2,995,62.1,5
1928,2004,65000,56432,16.1,796,37.0,4
1929,2002,60000,52365,16.1,796,37.0,4
1930,2007,120000,53512,19.7,796,46.3,5
1931,2013,1000000,40000,11.18,2696,184.0,7
1932,2010,220000,46533,18.9,998,67.1,5
1933,2005,105000,59635,19.43284223558543,1435,88.10307019094766,5
1934,2008,114999,58632,14.0,796,35.0,5
1935,2008,110000,58632,19.43284223558543,1435,88.10307019094766,5
1936,2016,850000,80000,16.0,2179,140.0,7
1937,2016,750000,70000,24.52,1248,88.5,7
1938,2017,265000,90000,23.01,999,67.0,5
1939,2014,450000,110000,14.09,1596,99.6,5
1940,2013,225000,90000,17.21,1493,100.0,7
1941,2015,1125000,70000,15.4,2179,120.0,7
1942,2007,130000,78000,19.7,796,46.3,5
1943,2017,660000,45000,16.5,1493,70.0,7
1944,2015,240000,50000,23.95,998,67.05,5
1945,2017,275000,58000,24.7,796,47.3,5
1946,2012,750000,120000,12.8,2494,102.0,8
1947,2007,65000,30000,14.7,1150,76.0,5
1948,2017,850000,162000,14.1,2179,147.94,7
1949,2016,300000,50000,26.6,998,58.16,5
1950,2015,825000,60000,15.4,1997,120.0,7
1951,2009,185000,138000,19.3,1248,73.9,5
1952,2010,180000,70000,20.36,1197,78.9,5
1953,2010,160000,48000,19.7,796,46.3,5
1954,2012,500000,110000,11.4,2953,153.86,7
1955,2014,375000,88000,25.2,1248,74.0,5
1956,2015,900000,68000,12.99,2494,100.6,7
1957,2017,459999,70000,18.9,1197,82.0,5
1958,2013,370000,96000,22.9,1248,74.0,5
1959,2005,80000,123219,19.43284223558543,1435,88.10307019094766,5
1960,2002,75000,30000,17.3,993,60.0,5
1961,2016,400000,60000,23.2,1248,73.94,5
1962,2005,250000,90000,19.43284223558543,1435,88.10307019094766,5
1963,2014,425000,65000,25.2,1248,74.0,5
1964,2016,350000,65300,18.9,1197,82.0,5
1965,2018,600000,40000,18.6,1197,81.83,5
1966,2012,120000,60000,25.44,936,57.6,5
1967,2012,200000,70000,20.92,998,67.1,5
1968,2008,100000,70000,19.7,796,46.3,5
1969,2014,350000,70000,24.0,1120,70.0,5
1970,2019,399000,10000,23.95,998,67.05,5
1971,2014,580000,56000,22.32,1582,126.3,5
1972,2017,290000,30000,22.7,799,53.64,5
1973,2014,380000,50000,18.9,1197,82.0,5
1974,2010,200000,120000,20.0,1399,68.0,5
1975,2018,390000,40000,26.6,998,58.16,5
1976,2017,500000,27500,18.9,1197,81.86,5
1977,2017,650000,75000,26.59,1248,74.0,5
1978,2018,380000,5000,23.01,999,67.0,5
1979,2010,275000,50000,26.2,998,58.2,5
1980,2015,520000,70000,26.59,1248,74.0,5
1981,2004,85000,110000,18.9,998,67.1,5
1982,2013,490000,95000,20.46,1461,83.8,5
1983,2015,229999,34000,21.1,814,55.2,5
1984,2015,411000,25000,18.9,1197,82.0,5
1985,2019,362000,120000,21.94,1196,61.7,5
1986,2014,550000,31000,23.59,1364,67.06,5
1987,2018,459999,70000,26.6,998,58.16,5
1988,2019,499000,5000,20.3,1086,68.0,5
1989,2012,278000,120000,23.59,1364,67.1,5
1990,2013,580000,67000,20.4,1461,108.5,5
1991,2018,825000,40000,25.8,1498,98.6,5
1992,2004,170000,120000,13.4,1794,125.0,5
1993,2014,1700000,80000,12.55,2982,168.5,7
1994,2018,490000,7000,20.3,1086,68.0,5
1995,2018,1050000,15000,16.0,2179,140.0,7
1996,2016,210000,50000,18.6,1199,76.8,5
1997,2016,1250000,30000,15.4,2179,120.0,7
1998,2012,320000,120000,22.9,1248,74.0,5
1999,2012,400000,64000,16.52,1991,123.7,5
2000,2013,320000,120000,23.2,1248,73.94,5
2001,2012,600000,85000,21.43,1364,87.2,5
2002,2009,170000,59000,19.7,796,46.3,5
2003,2012,240000,70000,19.43284223558543,1435,0.0,5
2004,2011,320000,120000,19.43284223558543,1435,88.10307019094766,5
2005,2015,620000,140000,20.45,1461,83.8,5
2006,2015,550000,40000,23.59,1364,67.04,5
2007,2014,600000,90000,26.0,1498,98.6,5
2008,2014,649000,117000,15.1,2179,140.0,7
2009,2010,125000,70000,16.0,995,63.0,5
2010,2009,305000,230000,13.58,2499,72.4,9
2011,2015,600000,60000,13.49,2179,138.03,5
2012,2016,426000,110000,18.15,1198,82.0,6
2013,2010,180000,120000,17.0,1405,71.0,5
2014,2011,400000,100000,22.32,1582,126.32,5
2015,2010,120000,40000,18.6,1199,79.4,5
2016,2012,300000,110000,21.12,1248,88.8,5
2017,2011,190000,92500,20.92,998,67.1,5
2018,2017,310000,20000,24.7,796,47.3,5
2019,2016,260000,35000,22.7,799,53.64,5
2020,2017,320000,32000,23.95,998,67.05,5
2021,2013,211000,90000,26.6,998,58.16,5
2022,2018,650000,35000,22.0,1197,81.8,5
2023,2017,651000,32500,28.4,1248,74.02,5
2024,2014,160000,70000,25.44,936,56.3,5
2025,2019,1270000,20000,17.0,1591,121.3,5
2026,2011,300000,300000,26.2,998,58.2,5
2027,2015,405000,100000,25.2,1248,74.0,5
2028,2015,850000,64800,15.1,2179,140.0,7
2029,2017,680000,90000,16.5,1493,70.0,7
2030,2014,426999,80000,19.1,1197,82.0,5
2031,2015,869999,120000,22.7,1582,126.2,5
2032,2010,160000,66444,26.2,998,58.2,5
2033,2016,700000,86000,24.3,1248,88.5,5
2034,2012,300000,90000,21.64,1461,84.8,5
2035,2012,960000,153000,12.8,2494,102.0,8
2036,2014,525000,70000,16.55,2498,105.0,6
2037,2015,345000,60000,24.0,1120,70.0,5
2038,2015,390000,50000,18.0,1198,86.7,5
2039,2015,275000,20000,20.63,1198,67.0,5
2040,2014,310000,35000,18.2,1199,82.4,5
2041,2017,500000,20000,18.9,1197,81.86,5
2042,2013,200000,70000,22.1,1248,76.9,5
2043,2018,650000,53000,20.14,1498,88.0,5
2044,2018,1031000,60000,25.6,1498,97.9,5
2045,2018,330000,70000,20.3,998,68.05,5
2046,2012,250000,103000,20.36,1197,78.9,5
2047,2017,600000,20000,24.0,1186,73.97,5
2048,2013,375000,77000,22.9,1248,74.0,5
2049,2003,55000,167000,18.9,998,67.1,5
2050,2016,611000,77000,22.54,1396,88.73,5
2051,2011,275000,120000,17.8,1399,68.0,5
2052,2011,185000,170000,11.88,1086,62.1,5
2053,2012,390000,100000,22.32,1582,126.32,5
2054,2007,72000,40000,18.0,995,62.0,5
2055,2007,90000,50000,17.88,1396,52.8,5
2056,2015,500000,125000,23.59,1364,67.05,5
2057,2011,200000,137000,26.2,998,58.2,5
2058,2019,1575000,18000,15.1,2179,152.87,7
2059,2015,511000,30000,18.9,1197,82.0,5
2060,2009,150000,55000,14.6,1368,88.7,5
2061,2020,1500000,40000,10.75,2694,163.7,8
2062,2018,1050000,13000,17.0,2200,139.01,7
2063,2012,300000,120000,25.0,1396,69.0,5
2064,2011,120000,90000,18.6,1199,79.4,5
2065,2011,170000,50000,17.92,1086,62.1,5
2066,2010,320000,42000,23.03,1396,69.0,5
2067,2016,350000,17000,23.1,998,67.04,5
2068,2018,500000,40000,22.0,1197,81.8,5
2069,2009,135000,137000,17.0,1405,70.0,5
2070,2018,340000,20000,25.17,799,53.3,5
2071,2020,330000,70000,18.9,1197,81.86,5
2072,2011,350000,48756,15.5,1586,103.3,5
2073,2015,1850000,30000,12.55,2982,168.5,7
2074,2016,400000,110000,24.4,1120,71.0,5
2075,2014,325000,80322,17.8,1399,67.0,5
2076,2015,1000000,35000,15.4,1997,120.0,7
2077,2012,350000,70000,21.5,1248,88.8,5
2078,2012,500000,90000,19.43284223558543,1435,88.10307019094766,5
2079,2015,550000,120000,24.5,1498,98.6,7
2080,2015,925000,60000,14.0,2179,138.1,7
2081,2010,509999,97000,11.79,2179,120.0,8
2082,2011,250000,100000,13.0,2489,95.0,8
2083,2015,500000,36000,17.19,1197,81.86,5
2084,2019,1050000,27000,21.38,1396,88.7,5
2085,2020,415000,15000,15.37,1196,73.0,5
2086,2013,190000,60000,22.74,796,47.3,5
2087,2018,680000,120000,28.4,1248,74.02,5
2088,2013,479000,173000,12.05,2179,120.0,7
2089,2008,170000,70000,19.81,1086,68.05,5
2090,2019,710000,30000,15.96,2523,62.1,7
2091,2015,1500000,80000,12.55,2982,168.5,7
2092,2016,450000,40000,18.9,1197,82.0,5
2093,2017,2199000,10000,17.9,2143,136.0,5
2094,2013,3600000,50000,11.74,2987,254.8,5
2095,2008,285000,60000,15.3,1596,99.6,5
2096,2007,465000,210000,12.8,2494,102.0,8
2097,2009,1100000,60000,16.07,1995,181.0,5
2098,2011,350000,110000,20.54,1598,103.6,5
2099,2017,600000,35000,17.5,1373,91.1,7
2100,2017,570000,35000,21.4,1197,83.1,5
2101,2016,325000,20000,23.95,998,67.05,5
2102,2016,975000,54000,16.0,1997,140.0,7
2103,2015,480000,60000,18.6,1197,81.83,5
2104,2014,185000,10300,22.74,796,47.3,5
2105,2015,1050000,50000,17.01,1582,126.2,5
2106,2019,760000,3000,21.01,1197,81.8,5
2107,2019,570000,5000,18.78,999,75.0,5
2108,2006,130000,145000,19.43284223558543,1435,88.10307019094766,5
2109,2018,700000,13000,21.4,1197,83.1,5
2110,2015,775000,30000,15.63,1499,110.4,5
2111,2007,750000,60000,14.49,2993,258.0,5
2112,2010,140000,100000,18.0,995,62.0,5
2113,2016,220000,40000,22.74,796,47.3,5
2114,2013,184000,15000,0.0,1086,62.1,5
2115,2002,210000,275000,19.43284223558543,1435,88.10307019094766,5
2116,2017,650000,80000,21.19,1396,88.73,5
2117,2017,660000,50000,18.49,1493,100.0,7
2118,2017,380000,30000,21.94,1196,61.7,5
2119,2012,225000,110000,19.81,1086,68.05,5
2120,2013,600000,30000,20.77,1248,88.76,7
2121,2014,620000,148000,20.77,1248,88.8,7
2122,2016,750000,35000,18.49,1493,100.0,7
2123,2005,110000,110000,18.9,998,67.1,5
2124,2012,119000,95000,19.4,1405,70.0,5
2125,2015,600000,25000,25.8,1498,98.6,5
2126,2011,200000,80000,26.3,998,67.1,5
2127,2014,280000,60000,23.0,1248,88.7,5
2128,2013,375000,100000,15.0,1598,105.0,5
2129,2017,570000,120000,26.59,1248,74.0,5
2130,2012,290000,105000,19.3,1248,73.9,5
2131,2016,711000,120000,24.52,1248,88.5,7
2132,2012,370000,60000,22.9,1248,74.0,5
2133,2020,550000,15000,23.26,1197,88.5,5
2134,2013,325000,150000,18.6,1197,85.8,5
2135,2018,670000,93000,27.4,1498,98.63,5
2136,2017,385000,42000,19.81,1086,68.05,5
2137,2008,114999,80000,17.92,1086,62.1,5
2138,2010,200000,90000,17.92,1086,62.1,5
2139,2018,600000,60000,27.39,1248,74.0,5
2140,2016,265000,110000,23.95,998,67.05,5
2141,2015,155000,60000,23.7,1193,55.23,5
2142,2019,900000,60000,25.1,1248,88.5,5
2143,2013,650000,170000,20.77,1248,88.76,7
2144,2004,70000,220000,16.1,796,37.0,4
2145,2013,200000,57000,21.1,814,55.2,5
2146,2014,300000,100000,19.81,1086,68.05,5
2147,2015,650000,40000,17.01,1591,121.3,5
2148,2018,450000,50000,26.6,998,58.16,5
2149,2014,400000,90000,18.9,1197,82.0,5
2150,2012,310000,86000,14.0,2498,112.0,8
2151,2013,350000,120000,14.09,1596,99.6,5
2152,2014,185000,80000,19.09,1405,69.01,5
2153,2017,250000,50000,21.1,814,55.2,5
2154,2009,135000,100000,19.7,796,46.3,5
2155,2010,300000,108957,13.93,2179,138.0,7
2156,2015,509999,65000,15.96,2523,62.1,7
2157,2015,575000,110000,14.02,2179,118.3,8
2158,2012,700000,50000,12.2,2498,112.0,8
2159,2008,105000,100000,18.9,1061,67.0,5
2160,2008,60000,80000,16.1,796,37.0,4
2161,2008,112999,80000,19.7,796,46.3,5
2162,2015,229999,120000,19.1,1405,70.0,5
2163,2012,325000,150000,20.0,1399,68.0,5
2164,2009,85000,80000,17.0,1405,70.0,5
2165,2015,570000,93000,24.5,1498,98.6,7
2166,2015,525000,134000,25.2,1248,74.0,5
2167,2013,350000,90000,18.5,1197,82.85,5
2168,2007,250000,60000,16.6,1197,85.0,5
2169,2010,300000,120000,14.0,2489,95.0,8
2170,2017,1325000,30000,17.1,1956,170.0,5
2171,2017,650000,22200,22.54,1396,88.73,5
2172,2018,520000,6000,18.9,1197,81.86,5
2173,2016,220000,90000,25.17,799,53.3,5
2174,2017,650000,78000,28.09,1248,88.5,5
2175,2017,819999,12000,17.5,1199,88.7,5
2176,2016,645000,120000,19.87,1461,83.8,5
2177,2008,215000,110000,17.7,1497,78.0,5
2178,2011,114999,10000,19.7,796,46.3,5
2179,2012,75000,12000,16.84,1193,64.4,5
2180,2011,120000,60000,18.6,1199,79.4,5
2181,2016,250000,41000,25.17,799,53.3,5
2182,2015,380000,30000,19.1,1197,82.0,5
2183,2018,560000,50000,25.8,1498,98.6,5
2184,2018,575000,10000,20.89,1197,81.8,5
2185,2017,620000,40000,16.5,1493,70.0,7
2186,2012,525000,120000,12.05,2179,120.0,8
2187,2017,635000,40000,26.59,1248,74.0,5
2188,2016,650000,80000,19.72,1461,108.45,5
2189,2001,39000,42108,16.1,796,37.0,4
2190,2017,550000,70000,25.83,1498,99.0,5
2191,2009,145000,150000,21.1,1248,73.9,5
2192,2007,130000,100000,16.1,1405,70.0,5
2193,2017,825000,79000,25.47,1248,88.5,7
2194,2015,1650000,91000,12.55,2982,168.5,7
2195,2018,875000,50000,24.3,1248,88.5,5
2196,2016,650000,81000,28.09,1248,88.5,5
2197,2018,2800000,26000,15.73,1968,174.33,5
2198,2018,3900000,17100,22.48,1995,187.74,5
2199,2013,246000,56000,22.1,1248,74.0,5
2200,2013,325000,60000,24.7,1498,98.63,5
2201,2019,1450000,22000,16.0,1368,160.0,5
2202,2017,850000,30000,15.4,1497,117.3,7
